ID,Name,NumFollowers,NumFollowing,NumTracks,Verified,NextPro
U8191,a l e x,152,1 person,58,None,None
U8192,MightyOneBeats,2669,943,25,None,None
U8193,Luvlaire,53,3,9,None,None
U8194,Vietcover Squad,4314,14,27,None,None
U8195,Iron Maiden,26143,0,684,None,None
U8196,wav.form,6111,173,11,None,None
U8197,Dessy Evollove Ndesz,11,4,0,None,None
U8198,StudioTrad,266,40,12,None,None
U8199,_plp_,5,65,0,None,None
U8200,All That Remains    ,16501,0,129,Verified,None
U8201,The Classic Mix CD Series,31441,547,862,None,None
U8202,Rootfire    ,2702649,326,515,Verified,None
U8203,That_One_Nigga-,465,47,3,None,None
U8204,Sean Koch,2677,142,68,None,None
U8205,MASGIB,568,277,12,None,None
U8206,Armani White    ,33411,0,32,Verified,None
U8207,Peek-a-Boo,151,82,6,None,None
U8208,Anyss Ali,575,27,32,None,None
U8209,DøøF,3076,470,67,None,None
U8210,KHA    ,25633,38,15,Verified,None
U8211,HipHopRep,1677,1 person,5,None,None
U8212,PABHOE310,21,155,0,None,None
U8213,PRISM RECORDS,181,47,26,None,None
U8214,Croatia Squad    ,72156,778,231,Verified,None
U8215,Chillhop Music    ,184303,994,951,Verified,None
U8216,DeButleir,29,143,0,None,None
U8217,Mel & Greg for Breakfast,77,0,19,None,None
U8218,Monevas,1342,95,39,None,None
U8219,Romina Guzman Toloza,6,9,6,None,None
U8220,[KSG],4760,844,55,None,None
U8221,Wake Owl    ,8193,0,46,Verified,None
U8222,Manda Saputra,519,0,1,None,None
U8223,neonindianiilove,101,7,22,None,None
U8224,Digital Romeo,85,20,9,None,None
U8225,VallyV.Official,703,"1,213",35,None,None
U8226,Nomi Mughal,46,1 person,8,None,None
U8227,michellejonker,11,32,0,None,None
U8228,Dedy Tarnando,13,1 person,4,None,None
U8229,asian jesus,113,"1,538",8,None,None
U8230,|| Effortless .    ,59909,"1,842",265,Verified,None
U8231,Triet Vo,658,1 person,5,None,None
U8232,"""Chance The Rapper""    ",1895306,14,135,Verified,None
U8233,Mary Revina,169,28,13,None,None
U8234,ggsons,16,104,1,None,None
U8235,Vagrant Records    ,247993,37,57,Verified,None
U8236,Craig Arden,12,20,0,None,None
U8237,Tim Ziegelmeier,927,53,21,None,None
U8238,Josh Moniz,219,10,2,None,None
U8239,epvr,8846,131,13,None,None
U8240,Ho99o9    ,17370,0,84,Verified,None
U8241,juleEmelie,46,47,6,None,None
U8242,masal,0,1 person,0,None,None
U8243,jobii,829,0,133,None,None
U8244,Nidom Hamami,266,1 person,17,None,None
U8245,KhatOOni 1,622,1 person,24,None,None
U8246,Usama Dhillon Masom Billa,177,30,20,None,None
U8247,Greatoutdoors,371,5,9,None,None
U8248,Anonymusic,2561,13,1,None,None
U8249,Eskimo Callboy,7758,0,125,None,None
U8250,Spirit Soul Records    ,98118,24,432,Verified,None
U8251,The Kid LAROI.    ,430031,0,52,Verified,None
U8252,Cole,7285,17,39,None,None
U8253,chloé éringine,10,12,0,None,None
U8254,M.H.R.,34,0,2,None,None
U8255,Waxist,10021,"1,283",178,None,None
U8256,Mister V,3510,0,11,None,None
U8257,Magictouch(DUPER GINGER),250,31,10,None,None
U8258,Sunclef,5245,612,21,None,None
U8259,Killer Bee    ,11955,"1,790",164,Verified,None
U8260,Les conteuses de pas,136,22,3,None,None
U8261,whobart,8,161,0,None,None
U8262,mac wetha,1749,66,40,None,None
U8263,Bandas Zacatecas,210,0,1,None,None
U8264,cory,0,3,0,None,None
U8265,T-BOW,1973,903,31,None,None
U8266,AochongnangUniqlo0987500342,136,0,27,None,None
U8267,samiiiashouri,10,154,0,None,None
U8268,dido    ,112061,0,183,Verified,None
U8269,Charlo,6,104,0,None,None
U8270,stwo    ,233131,199,45,Verified,None
U8271,Rensie,1806,"1,545",26,None,None
U8272,Johnnyboy43,50,171,0,None,None
U8273,vvbrown,142,0,62,None,None
U8274,VACATIONS    ,33758,76,47,Verified,None
U8275,gram @_gemma.j,751,157,27,None,None
U8276,Davidebrahim,22,3,0,None,None
U8277,friz,1788,102,50,None,None
U8278,Fabiana Claudia,1203,0,1,None,None
U8279,TRASHYOUTH,5515,205,8,None,None
U8280,Sir Psych,481,24,25,None,None
U8281,Melbourne Bangers,27410,55,7,None,None
U8282,harris cole    ,46984,"1,058",37,Verified,None
U8283,Lindsey Hughes,48,3,1,None,None
U8284,Fleeky    ,1656,45,84,Verified,None
U8285,theUPTOPKID,956,8,23,None,None
U8286,Shin Rae Sun,524,0,2,None,None
U8287,Karim Amer,133,1 person,3,None,None
U8288,Fernando Ibarra 25,8,2,0,None,None
U8289,Tasty    ,195780,47,219,Verified,None
U8290,beabadoobee    ,48165,21,53,Verified,None
U8291,Jessica Rusch,2,2,0,None,None
U8292,Mai Quang Nhat,7143,21,29,None,None
U8293,SaldiMalika Iftaha,209,0,32,None,None
U8294,ginobc,198,4,20,None,None
U8295,franci,822,15,4,None,None
U8296,HUNNY    ,9627,1 person,61,Verified,None
U8297,Migos-atl,102820,8,22,None,None
U8298,Balaj Ahmad,3,23,0,None,None
U8299,JP Cooper    ,22993,0,117,Verified,None
U8300,cabe,2193,58,9,None,None
U8301,Richard Coto,181,2,11,None,None
U8302,MR. JEkyLL,149,"1,008",45,None,None
U8303,Irineo Ruiz E.,108,13,49,None,None
U8304,Blacksmith / A.G.,12870,1 person,21,None,None
U8305,Queeny Beryl,4,14,0,None,None
U8306,secret crates,16380,0,20,None,None
U8307,Kelvin Dewy,4714,24,6,None,None
U8308,dom $,2621,0,18,None,None
U8309,Big Gigantic    ,232632,540,132,Verified,None
U8310,Wick-it the Instigator,76477,37,340,None,None
U8311,اتحاد القمة - الدخلاوية,54860,5,18,None,None
U8312,Alicks    ,25563,"1,698",99,Verified,None
U8313,lotusvibes    ,21647,922,242,Verified,None
U8314,Dan + Shay    ,38566,21,88,Verified,None
U8315,City Slang    ,85754,31,305,Verified,None
U8316,bucket 桶    ,15294,194,88,Verified,None
U8317,Nativekween,24,81,0,None,None
U8318,DoubleDragon4 innerpeace,96,64,29,None,None
U8319,Radiohead    ,1753544,0,262,Verified,None
U8320,Puanindya,168,100,3,None,None
U8321,Old Friends Records,635,2,2,None,None
U8322,HipHopFightsBack,3502,16,35,None,None
U8323,Jengi    ,41127,513,60,Verified,None
U8324,Napoleon Diaz,5,8,0,None,None
U8325,Vitaliy0709,2,1 person,0,None,None
U8326,Hundred Waters    ,40781,3,119,Verified,None
U8327,Juke Ross,2636,0,32,None,None
U8328,princess tanqueray,8,6,1,None,None
U8329,Vald    ,24558,0,151,Verified,None
U8330,Tony Ata,1468,405,17,None,None
U8331,djchorlo,2551,61,6,None,None
U8332,Chri$tian Gate$    ,24080,0,19,Verified,None
U8333,Panthurr    ,59265,257,43,Verified,None
U8334,thebestien,109,214,1,None,None
U8335,budaytoto,47,0,2,None,None
U8336,Toy Tonics    ,36573,37,510,Verified,None
U8337,denvau    ,292164,42,68,Verified,None
U8338,Shafiul Bashar Faruque,29,2,30,None,None
U8339,LKT RMX,7659,227,24,None,None
U8340,Road2Rouen,342,0,22,None,None
U8341,Sisir Tanah,5995,0,14,None,None
U8342,jenna babe,105,0,1,None,None
U8343,tuls3235,2,23,0,None,None
U8344,aslanov,48,28,8,None,None
U8345,Chris Janson    ,14364,27,80,Verified,None
U8346,Natalia Putri Setyorini,754,45,2,None,None
U8347,Larasati Ayuningtias,31,6,8,None,None
U8348,JAQUEBEATZ,4956,31,49,None,None
U8349,ThunderBiins,24,4,12,None,None
U8350,pgvibe,30,326,0,None,None
U8351,Lo'Fi Boy    ,10037,73,157,Verified,None
U8352,Anton Petrow,30,215,0,None,None
U8353,Showtek    ,515737,30,348,Verified,None
U8354,aaron_dobson,439,109,22,None,None
U8355,oni◾️,400,2,5,None,None
U8356,Dopeproducer DJOK!,1328,0,105,None,None
U8357,Moon Harbour    ,60154,49,1201,Verified,None
U8358,Cesar Montoya 12,4,0,5,None,None
U8359,Czarina,722,17,23,None,None
U8360,ProleteR    ,88842,259,89,Verified,None
U8361,DOROTHY    ,11645,0,69,Verified,None
U8362,Emy Elisa,138,60,3,None,None
U8363,La Historia,96,150,15,None,None
U8364,#PUTRAPATAMANI,323,27,34,None,None
U8365,Majestic    ,39803,235,205,Verified,None
U8366,Shadow force,549,14,45,None,None
U8367,seph,5606,371,20,None,None
U8368,Anything Acoustic,1203,33,24,None,None
U8369,Young_Dolph    ,142208,1 person,17,Verified,None
U8370,Genski art,66,31,25,None,None
U8371,vstra,73054,2,26,None,None
U8372,TLATW    ,5317,2,74,Verified,None
U8373,Dj V!ckY007,617,1 person,24,None,None
U8374,yazidmrsmbp2000,70,0,1,None,None
U8375,DjKenn AllOrNothing,8388,23,150,None,None
U8376,Alejandro D'Casallas,104,1 person,4,None,None
U8377,Melodiesinfonie    ,34023,987,232,Verified,None
U8378,Leonardo Pereira 31,771,7,16,None,None
U8379,aekasora    ,9762,57,89,Verified,None
U8380,Duy Tân,40,0,6,None,None
U8381,Gunner,1,0,0,None,None
U8382,Kay Flock    ,111064,0,18,Verified,None
U8383,Look at ming,3441,0,7,None,None
U8384,Mayer Hawthorne    ,5172306,8,228,Verified,None
U8385,Sadece Şiir,4353,0,51,None,None
U8386,Pooh Disney,365,1 person,14,None,None
U8387,Leynos Hideyoshi,387,25,3,None,None
U8388,Sachin Panchal,656,0,4,None,None
U8389,Blossom Red,229,10,13,None,None
U8390,Julia Sheer,459,0,52,None,None
U8391,Jonathan Jimenez,4,5,0,None,None
U8392,Majin Inca,338,648,40,None,None
U8393,Ceddi,237,117,10,None,None
U8394,Isabel Abesamis,157,91,2,None,None
U8395,YungFlaccoTheMixer_,2844,215,13,None,None
U8396,Chicken Walk,142,4,3,None,None
U8397,someone you'll never know,330,6,11,None,None
U8398,Bulgarian Music,610,1 person,16,None,None
U8399,User 435051785,1,0,0,None,None
U8400,user936361700,19,12,0,None,None
U8401,Mindset,3332,314,58,None,None
U8402,Pete Herbert    ,19118,217,136,Verified,None
U8403,Sufian Suhaimi,7433,10,29,None,None
U8404,FKJ    ,336955,326,71,Verified,None
U8405,IHEARTCOMIX,2290,701,29,None,None
U8406,Sudeep Shakya ✪,7737,0,33,None,None
U8407,NocturnalGroove,6155,12,140,None,None
U8408,Jose Nolasco,74,5,10,None,None
U8409,The Head and The Heart    ,28578,1 person,112,Verified,None
U8410,DJ Mecinho Groove,198,752,5,None,None
U8411,Los,466,1 person,3,None,None
U8412,Aj Pinto,14,18,0,None,None
U8413,Polygon Pop,169,378,5,None,None
U8414,Hayden,40,25,5,None,None
U8415,WHITE JACKET,16,83,1,None,None
U8416,Lil Rob The Producer,1400,15,34,None,None
U8417,Ingvar_Gunnarsson,22,114,0,None,None
U8418,Tyga    ,494965,0,244,Verified,None
U8419,Tanesha Jones,85,59,6,None,None
U8420,ChrisBrownOfficial,2751,0,7,None,None
U8421,The Corrs,2301,0,178,None,None
U8422,BBP Chill,2143,3,11,None,None
U8423,FATED    ,42061,73,95,Verified,None
U8424,MontanaMichaels,216,14,6,None,None
U8425,DancePorter,109,301,1,None,None
U8426,420,141053,0,42,None,None
U8427,mr. hong    ,8307,238,106,Verified,None
U8428,Marjan Moradi,95,24,0,None,None
U8429,Devon Baldwin    ,31623,114,53,Verified,None
U8430,Tiger Records    ,28695,0,1847,Verified,None
U8431,sergio roo,21,56,0,None,None
U8432,Shour,4233,0,25,None,None
U8433,Aleks Syntek,307,0,334,None,None
U8434,DuHu,382,0,6,None,None
U8435,Flip Jay,179,2,1,None,None
U8436,Aydın Uruxov,84,1 person,21,None,None
U8437,DarPustoshi,26,1 person,39,None,None
U8438,The Knocks    ,92356,165,328,Verified,None
U8439,fajir_adriano,309,22,21,None,None
U8440,MAKJ    ,248947,2,56,Verified,None
U8441,Unchained Soundtrack    ,17527,0,19,Verified,None
U8442,Belly,1597,289,16,None,None
U8443,DJ ill Will    ,39984,6,126,Verified,None
U8444,cyclopaedia,263,0,1,None,None
U8445,threedaysgraceofficial    ,71212,1 person,101,Verified,None
U8446,Eman.Gamil,4765,172,10,None,None
U8447,Adrian Tiavaasue,42,985,0,None,None
U8448,Telephones    ,12095,198,50,Verified,None
U8449,Mike Waters,460,68,10,None,None
U8450,boda,1423,1 person,14,None,None
U8451,blackguyrandy,5033,87,39,None,None
U8452,VANDAL 84,420,614,6,None,None
U8453,bearsofmanitou,124,5,16,None,None
U8454,DLJ    ,3177,611,67,Verified,None
U8455,Ta-ku    ,409109,356,163,Verified,None
U8456,Pam Ela.,20,49,0,None,None
U8457,Cino097,28,0,5,None,None
U8458,Yung Gravy    ,297796,11,116,Verified,None
U8459,Nyuzsef.ajah,261,7,20,None,None
U8460,Washed Out    ,45890,0,108,Verified,None
U8461,NicolásA84,133,5,7,None,None
U8462,Grotesque,3346,14,63,None,None
U8463,Amanda,294,"1,963",0,None,None
U8464,Rayko    ,36697,"1,005",733,Verified,None
U8465,ScottyChams,2557,32,75,None,None
U8466,Kyra Greif (K XO),1538,84,40,None,None
U8467,Hammad,388,66,5,None,None
U8468,Tyler Paine,11,35,0,None,None
U8469,anthony-e4,16,269,0,None,None
U8470,DJ RHK KHAN,44,0,7,None,None
U8471,IAmFuzn,181,0,36,None,None
U8472,AhmedHossam,123,6,5,None,None
U8473,Jack Essek Project,16846,"1,082",284,None,None
U8474,Corsari deejay,8,3,4,None,None
U8475,user541143824,268,32,19,None,None
U8476,elrow music    ,86883,33,921,Verified,None
U8477,DEDEVOICE,187,61,52,None,None
U8478,EDM-Fanatic,13,50,0,None,None
U8479,KiNGMosTWanTed    ,29017,1 person,100,Verified,None
U8480,Daedra Rhode,33,221,0,None,None
U8481,Stephezzy,1655,1 person,1,None,None
U8482,Shives,1080,158,54,None,None
U8483,Inner Life,57,0,35,None,None
U8484,Hamada Septan,7814,225,18,None,None
U8485,GRM Daily    ,123049,297,698,Verified,None
U8486,DJ Sipp,26,43,8,None,None
U8487,Satellite Stories    ,11524,0,98,Verified,None
U8488,Latium Entertainment    ,11508,9,21,Verified,None
U8489,rimaomar,6548,2,7,None,None
U8490,averagegee,86,310,0,None,None
U8491,Cecep Slalu Anxious,58,30,19,None,None
U8492,BIBO_BIBO_1,1012,6,11,None,None
U8493,FOALS    ,2345696,44,270,Verified,None
U8494,CoyoteTheory,2665,11,1,None,None
U8495,angols,1,1 person,0,None,None
U8496,drip-133    ,64913,128,189,Verified,None
U8497,Rhema Soul,1596,20,15,None,None
U8498,Lalo Duke.,2483,404,43,None,None
U8499,DRAM    ,191041,59,151,Verified,None
U8500,pphuc - Mac,14,238,4,None,None
U8501,xXSnOOpYXx,110,756,0,None,None
U8502,Raya Desta,1,5,0,None,None
U8503,Joyful Noise Recordings    ,13056,48,1298,Verified,None
U8504,Gabriela Diniz,1,0,0,None,None
U8505,Glesep,110,14,3,None,None
U8506,drama_queen,94,1 person,7,None,None
U8507,Crispy Crust Records    ,11454,981,50,Verified,None
U8508,Victoria Albah1,188,7,19,None,None
U8509,axwell    ,3408284,5,256,Verified,None
U8510,Sophie McMullan,136,49,9,None,None
U8511,Zia,154,204,20,None,None
U8512,Adog13,68,134,15,None,None
U8513,ILEGALEZ,194,50,9,None,None
U8514,Rap FR,8560,0,228,None,None
U8515,Jason Ross    ,29992,155,115,Verified,None
U8516,Keithi Henrique Fukai,11,3,0,None,None
U8517,DJ Bart,1137,243,33,None,None
U8518,Susu,4474,72,22,None,None
U8519,Maryam Qutb,5410,244,7,None,None
U8520,Ryan Brain®™,44,15,9,None,None
U8521,Azizi Gibson    ,144313,4,300,Verified,None
U8522,Est Ashbell,56,138,7,None,None
U8523,sibegg    ,10416,34,846,Verified,None
U8524,Brian McFadden,124,0,64,None,None
U8525,akciğer,60,1 person,24,None,None
U8526,Gung De,0,0,0,None,None
U8527,South Beach Recycling,7231,504,148,None,None
U8528,Kjell Basti,32,29,0,None,None
U8529,ShockRecords,2092,58,88,None,None
U8530,hendro py,278,22,21,None,None
U8531,the half blunt prince,3211,918,74,None,None
U8532,Bassti    ,14399,308,66,Verified,None
U8533,MissingPieceGroup,578,41,69,None,None
U8534,Salim Rostami,208,64,9,None,None
U8535,Epitaph Records    ,4500025,6,271,Verified,None
U8536,thenameisarantza,4,34,0,None,None
U8537,BMST,25,182,0,None,None
U8538,agustin420,667,4,47,None,None
U8539,Josh Nicholas,1,0,0,None,None
U8540,MiriamMinnie,606,73,21,None,None
U8541,cemilandanar,427,151,15,None,None
U8542,INXS,4695,0,521,None,None
U8543,Gerli Akk,24,2,1,None,None
U8544,misterbibal,2188,"1,906",5,None,None
U8545,anshumanpathak,423,16,34,None,None
U8546,User 480499044,22,54,0,None,None
U8547,Dion Timmer    ,104649,994,75,Verified,None
U8548,surya,1601,509,36,None,None
U8549,KLANKUM,0,2,0,None,None
U8550,MolMol,2273,3,6,None,None
U8551,Groovyvj,59,26,7,None,None
U8552,rendypandugo,30255,265,33,None,None
U8553,JAKKO,18958,800,63,None,None
U8554,Manila Killa    ,121242,"1,005",74,Verified,None
U8555,PAR FLEX,2150,147,5,None,None
U8556,Adrash Dhoke,11,134,0,None,None
U8557,Frank bro,1253,24,12,None,None
U8558,Julia Christine,16,2,0,None,None
U8559,Heather Winfield,2118,40,4,None,None
U8560,Wes Walker    ,15876,551,34,Verified,None
U8561,ミルクジャム市D,31,85,41,None,None
U8562,Nahko And Medicine For The People    ,39083,4,97,Verified,None
U8563,Tove Lo    ,187686,81,160,Verified,None
U8564,Jay-Z    ,57516,0,575,Verified,None
U8565,Yellow Claw    ,637351,40,341,Verified,None
U8566,bachdiep,8342,53,3,None,None
U8567,Brian Dale Allen Strouse,243,58,14,None,None
U8568,ZEYAD,1783,116,17,None,None
U8569,Norrimal,2,0,2,None,None
U8570,Kapal Udara,2883,0,11,None,None
U8571,Selena Gomez    ,256887,1 person,237,Verified,None
U8572,Problem354    ,37540,13,221,Verified,None
U8573,Hardwell & Mike Williams,21,0,3,None,None
U8574,Marvie,1413,53,11,None,None
U8575,Honey Cocaine    ,79584,1 person,29,Verified,None
U8576,BANKS.    ,1015921,7,117,Verified,None
U8577,abel curo saavedra,3,0,1,None,None
U8578,Oasis    ,55373,0,413,Verified,None
U8579,Ulviyya Ali,2576,21,17,None,None
U8580,mell-ø    ,6710,417,56,Verified,None
U8581,Anthony Raymond Shaddy,14,66,10,None,None
U8582,V-Dat    ,14818,24,57,Verified,None
U8583,Người Đặc Biệt,30,0,5,None,None
U8584,TIM HOX    ,11507,36,71,Verified,None
U8585,Avril Lavigne    ,205127,0,227,Verified,None
U8586,Ali Alaa,586,0,2,None,None
U8587,Lil Baby    ,1433072,3,187,Verified,None
U8588,Awon,11794,264,56,None,None
U8589,zakha,257,0,3,None,None
U8590,Asaf Avidan    ,39113,1 person,173,Verified,None
U8591,Saeed Zeynalian,3,6,3,None,None
U8592,Chams Sridi,153,119,3,None,None
U8593,Unidisc Music,5892,74,277,None,None
U8594,jonfoulds,31,51,0,None,None
U8595,beeniebea,3,13,0,None,None
U8596,LLBB,9,0,3,None,None
U8597,beegeesofficial,3211,6,14,None,None
U8598,Hylton Chilchik,186,289,174,None,None
U8599,The Staves    ,1206198,0,105,Verified,None
U8600,davy jone$,482,3,36,None,None
U8601,Mon Nguyễn,2,279,0,None,None
U8602,Torky,1880,18,23,None,None
U8603,Brooks    ,47479,16,26,Verified,None
U8604,𝙠𝙪𝙨𝙝𝙪.,5107,786,88,None,None
U8605,DD Osama    ,5064,0,6,Verified,None
U8606,Kazzie_Stoner,2953,33,56,None,None
U8607,Biggy Aidz 2.0,11,18,0,None,None
U8608,A-Trak    ,5799144,185,230,Verified,None
U8609,Lexi Jayde    ,4562,0,38,Verified,None
U8610,lil skies    ,994982,84,143,Verified,None
U8611,suezy boo,151,902,1,None,None
U8612,Bedroomtrap Ent.,16321,8,18,None,None
U8613,Lomelda,948,10,29,None,None
U8614,Milk & Bone    ,15345,966,56,Verified,None
U8615,𝙇𝙊𝙁𝙄 𝙃𝙄𝙋 𝙃𝙊𝙋    ,51088,41,0,Verified,None
U8616,p,1158,31,21,None,None
U8617,faridmoradi,34,5,1,None,None
U8618,Rm!ta,213,17,3,None,None
U8619,Raka Novembrian,1,0,0,None,None
U8620,5HBR,4423,3,21,None,None
U8621,SAVAGE,64154,20,40,None,None
U8622,Dark Matter Studios,230,60,18,None,None
U8623,tino basadonna,378,"2,024",0,None,None
U8624,D3StR0Y3Rs Records,23,2,31,None,None
U8625,LAGU DISCOTANAH✪,777,18,15,None,None
U8626,mohtshimwaheed,170,0,1,None,None
U8627,Interscope Records    ,845743,208,2538,Verified,None
U8628,Kelompok Penerbang Roket,7974,3,8,None,None
U8629,leaf beach.    ,10082,390,34,Verified,None
U8630,guccihighwaters    ,52362,41,87,Verified,None
U8631,𝙎𝙇𝙊𝙒𝙀𝘿 𝘼𝙉𝘿 𝙍𝙀𝙑𝙀𝙍𝘽    ,177029,0,0,Verified,None
U8632,Robbie    ,86679,46,127,Verified,None
U8633,hizmiearafat,72,44,20,None,None
U8634,Maria Khan janjua,41,194,0,None,None
U8635,White Gold aka Kill_mR_DJ,52,698,0,None,None
U8636,chance (swami),299,247,15,None,None
U8637,Cloud Strife,727,0,9,None,None
U8638,Gustavo Javier Campos,167,2,1,None,None
U8639,Won Ki Joe,44,658,0,None,None
U8640,Foreign/National,3854,360,33,None,None
U8641,Hesham Elzohary,273,22,24,None,None
U8642,Peter Duijkersloot aka PD,2275,103,246,None,None
U8643,Trick or Treat Music,8031,"1,084",234,None,None
U8644,Ajay Adam    ,7925,154,41,Verified,None
U8645,Rebecca Castro,48,184,0,None,None
U8646,kngow1709,13599,47,30,None,None
U8647,Julian,81,17,6,None,None
U8648,fivekeys,612,0,12,None,None
U8649,monica_13,1,0,3,None,None
U8650,Yarbrough & Peoples,87,0,40,None,None
U8651,Scott Dorsey,37,0,2,None,None
U8652,MAHNOORASIFKHAN,890,125,1,None,None
U8653,crystalneth,20,128,0,None,None
U8654,Wild Cub,8336,9,112,None,None
U8655,RnB JamZ,2954,"1,795",17,None,None
U8656,Tired,213,73,6,None,None
U8657,Majid Binyamen,29,10,44,None,None
U8658,Riley Pearce Music    ,7017,83,46,Verified,None
U8659,"ENTERTAIN""EM""",13264,"1,162",28,None,None
U8660,P a n d i d,28,129,9,None,None
U8661,Ninja Band | نينجا باند,3522,9,3,None,None
U8662,KS8Cinema,155,0,4,None,None
U8663,blackdots,2,0,2,None,None
U8664,Mason_Delp,5,7,0,None,None
U8665,TWO FRESH.    ,36167,276,47,Verified,None
U8666,Phantom_Sage,5,17,0,None,None
U8667,Kurosaky`,884,0,35,None,None
U8668,Talib Kweli    ,44330,9,473,Verified,None
U8669,N-Sync,2288,0,92,None,None
U8670,RaffaScoccia_HouseMusic,213,121,12,None,None
U8671,Craziest NFC,136,37,12,None,None
U8672,COSMIC    ,36399,196,125,Verified,None
U8673,tylerduerr,330,35,32,None,None
U8674,The Sylvers,56,0,48,None,None
U8675,alexrainbirdMusic    ,28626,"1,966",82,Verified,None
U8676,PLGRMS,1822,10,18,None,None
U8677,erdemaktas,3379,12,4,None,None
U8678,Lophee,7261,187,11,None,None
U8679,Ser Tachyon,1,1 person,0,None,None
U8680,Hannah Larsen 2,14,0,1,None,None
U8681,NgoKien,5020,568,16,None,None
U8682,WSM-24,3052,145,24,None,None
U8683,Kecap Hitam,664,8,1,None,None
U8684,Pree Sandhu,190,143,15,None,None
U8685,RudeManners    ,6902,848,78,Verified,None
U8686,けｍ SURF    ,24284,610,73,Verified,None
U8687,imuskechik,98,3,3,None,None
U8688,Wioko Muggy,296,29,55,None,None
U8689,slowed down songs,17773,1 person,188,None,None
U8690,Sweet Music    ,138083,"1,158",2596,Verified,None
U8691,Medo Ehab 2,19,34,0,None,None
U8692,Sia Cchai,72,5,7,None,None
U8693,Demet,28,1 person,22,None,None
U8694,FortyOunce Productions,29,6,29,None,None
U8695,Lost Frequencies    ,192387,8,430,Verified,None
U8696,Names,81,0,1,None,None
U8697,David Zowie (DZ)    ,20952,302,20,Verified,None
U8698,Vancouver Sleep Clinic    ,50195,4,62,Verified,None
U8699,blueface    ,418600,1 person,110,Verified,None
U8700,はや西,0,5,0,None,None
U8701,DJ BabyZaii_5,1517,864,1,None,None
U8702,bk28292,156,2,15,None,None
U8703,Last Night In Paris    ,18226,0,32,Verified,None
U8704,BIDØ    ,3030,249,61,Verified,None
U8705,AfrojackUnreleased,7386,5,41,None,None
U8706,Zola Blood    ,7189,25,46,Verified,None
U8707,Digital Trapstars    ,127017,41,173,Verified,None
U8708,gillespeterson    ,3547666,27,79,Verified,None
U8709,Alexisonfire,2261,0,189,None,None
U8710,PLAZA,903,0,9,None,None
U8711,Tigerbalm,119,2,2,None,None
U8712,SISITIPSI,9226,8,8,None,None
U8713,DAIISDADDY,156,0,7,None,None
U8714,ClearYourMind,40,0,41,None,None
U8715,mlekosojowe,85,39,15,None,None
U8716,electriks music,4341,18,2,None,None
U8717,Goodfelass,1462,0,4,None,None
U8718,Matt and Kim    ,20460,2,104,Verified,None
U8719,Romane Massart,604,380,5,None,None
U8720,Rainbow Kitten Surprise,21385,23,22,None,None
U8721,Derek & The Dominos,234,0,129,None,None
U8722,Holly Humberstone    ,4600,48,34,Verified,None
U8723,Camilo Reyes Santibañez,367,0,31,None,None
U8724,THEMPEOPLEMUSIC,10977,265,56,None,None
U8725,hngoc.fuc,21,1 person,3,None,None
U8726,Waypoint    ,6339,174,35,Verified,None
U8727,Dj-Josmill,97,1 person,18,None,None
U8728,noeljoel,811,1 person,1,None,None
U8729,Klassic Rah,8,51,0,None,None
U8730,Tiffany Page,553,40,17,None,None
U8731,user127918784,21,0,6,None,None
U8732,SINATRYA,346,48,4,None,None
U8733,Heru X-Rachies Permana,37,0,2,None,None
U8734,enriquecido,9,59,0,None,None
U8735,i-D    ,221594,686,1889,Verified,None
U8736,HoneyLuv    ,1498,240,18,Verified,None
U8737,Little White Things,510,67,5,None,None
U8738,andreaszoellermusic,513,3,21,None,None
U8739,Mons Montis,1015,4,1,None,None
U8740,Mark Garwick,18,43,0,None,None
U8741,[csnts]☠️,2274,446,63,None,None
U8742,Charlie & Ziggy,17,16,1,None,None
U8743,Birthdayy Partyy Goodie Bag,9491,1 person,19,None,None
U8744,Edheltari,15,60,2,None,None
U8745,Long For The Coast,414,53,19,None,None
U8746,Anonym Mous,64,0,24,None,None
U8747,SAM&WAY,5422,17,59,None,None
U8748,Lala Barcelos,26,210,0,None,None
U8749,PuspitaHarimurti,152,0,3,None,None
U8750,Good Enuff    ,58886,591,182,Verified,None
U8751,ROJAS    ,75695,0,113,Verified,None
U8752,Skee-Lo,596,0,64,None,None
U8753,QDEX MUSIC,2010,8,19,None,None
U8754,JUN TANAKA,13894,616,58,None,None
U8755,rymega,857,693,12,None,None
U8756,Chriz Danielle,108,12,20,None,None
U8757,mathbonus    ,13045,143,246,Verified,None
U8758,Chris Müller,853,62,25,None,None
U8759,Yotto    ,91071,6,111,Verified,None
U8760,Phanatic    ,53868,15,73,Verified,None
U8761,Sebastiaan Heuschen,135,993,0,None,None
U8762,rainbowtiger101,8,53,0,None,None
U8763,@popfolka,401,132,46,None,None
U8764,Nuno David Pereira,23,5,1,None,None
U8765,The Cozy Collective,3476,68,36,None,None
U8766,Britney Spears    ,1247202,0,378,Verified,None
U8767,SubSystem,381,61,23,None,None
U8768,VersaceSpacesuit,332,278,9,None,None
U8769,Roa'a Gamal,550,13,15,None,None
U8770,StatementMusic    ,10182,4,150,Verified,None
U8771,loss soul missing u,54,"2,009",4,None,None
U8772,David Dima,7,0,1,None,None
U8773,jordy,24,118,0,None,None
U8774,Freysh    ,2703,109,120,Verified,None
U8775,saaaz    ,2788,103,106,Verified,None
U8776,Vo Ngoc Bao,1349,7,13,None,None
